Municipios,Edad media de la población,Población,Porcentaje de hogares unipersonales,Porcentaje de población de 65 y más años,Porcentaje de población española,Porcentaje de población menor de 18 años,Tamaño medio del hogar,Media de la renta por unidad de consumo,Mediana de la renta por unidad de consumo,Renta bruta media por hogar,Renta bruta media por persona,Renta neta media por hogar,Renta neta media por persona,Distribución de la renta P80/P20,Índice de Gini
21030 Chucena,43.0,2229.0,20.7,19.7,98.0,17.5,2.8,15348.0,14350.0,31534.0,11202.0,28167.0,10006.0,2.0,23.1
21031 Encinasola,50.1,1312.0,43.8,29.1,97.6,11.0,2.0,14581.0,12950.0,24058.0,11739.0,21354.0,10420.0,2.1,27.8
21032 Escacena del Campo,41.6,2322.0,25.1,18.6,97.4,19.8,2.7,14719.0,13650.0,29177.0,10757.0,26129.0,9633.0,2.0,24.7
21033 Fuenteheridos,41.9,797.0,35.4,16.3,93.9,18.3,2.3,14575.0,13650.0,26501.0,11584.0,22111.0,9665.0,2.8,31.9
21034 Galaroza,46.0,1383.0,34.1,22.8,95.7,13.9,2.3,14726.0,12950.0,26102.0,11423.0,22963.0,10049.0,2.2,27.4
21035 Gibraleón,41.9,12829.0,25.3,16.7,93.8,18.5,2.6,15573.0,14350.0,31260.0,11853.0,27189.0,10309.0,2.2,27.0
"21036 Granada de Río-Tinto, La",45.8,246.0,31.5,22.4,95.1,15.5,2.3,14461.0,13650.0,26406.0,11593.0,23512.0,10322.0,2.8,31.5
"21037 Granado, El",51.0,497.0,32.8,29.6,94.6,9.1,2.1,17267.0,15750.0,30050.0,13930.0,26251.0,12169.0,2.1,25.4
21038 Higuera de la Sierra,46.4,1269.0,34.9,23.2,97.3,14.3,2.3,14935.0,12950.0,27113.0,11925.0,23776.0,10458.0,2.2,28.9
21039 Hinojales,49.0,329.0,31.3,27.1,99.4,14.3,2.2,14568.0,12950.0,25103.0,11403.0,22458.0,10202.0,2.1,26.8
21040 Hinojos,43.6,4079.0,27.8,20.5,92.5,17.0,2.5,16268.0,14350.0,31433.0,12714.0,26971.0,10909.0,2.3,27.0
21041 Huelva,43.2,141833.0,28.1,19.7,94.2,17.6,2.5,18496.0,16450.0,37803.0,14856.0,31593.0,12416.0,2.8,31.7
21042 Isla Cristina,41.0,21352.0,26.2,15.6,90.8,18.5,2.7,14228.0,12950.0,29096.0,10730.0,25597.0,9440.0,2.3,28.0
21043 Jabugo,43.8,2209.0,27.4,19.3,97.3,15.9,2.5,16815.0,15750.0,32800.0,13027.0,28412.0,11284.0,2.0,25.3
21044 Lepe,39.1,28384.0,24.8,12.6,82.2,19.8,2.8,15062.0,13650.0,31794.0,11314.0,27532.0,9798.0,2.3,28.0
21045 Linares de la Sierra,43.7,282.0,48.6,17.4,98.2,17.4,2.0,16468.0,15050.0,28104.0,14001.0,23373.0,11645.0,2.8,29.7
21046 Lucena del Puerto,39.2,3332.0,24.5,11.6,63.0,17.6,2.8,17582.0,15750.0,38630.0,13300.0,32635.0,11236.0,2.2,28.2
21047 Manzanilla,44.8,2197.0,25.3,21.4,97.8,14.7,2.4,13690.0,12950.0,25088.0,10282.0,22804.0,9347.0,2.1,25.1
"21048 Marines, Los",44.4,417.0,40.6,21.1,95.4,17.5,2.1,15459.0,13650.0,26581.0,12570.0,23149.0,10947.0,2.1,28.3
21049 Minas de Riotinto,46.5,3706.0,32.7,24.0,97.5,13.8,2.3,18559.0,17150.0,34739.0,15230.0,29354.0,12869.0,2.2,26.8
21050 Moguer,39.6,22604.0,28.3,12.3,70.7,17.6,2.7,15988.0,14350.0,33538.0,12202.0,28814.0,10484.0,2.2,28.3
"21051 Nava, La",49.2,269.0,43.4,27.5,95.2,9.7,2.0,15200.0,13650.0,24745.0,12465.0,21777.0,10970.0,2.3,27.6
21052 Nerva,45.9,5069.0,30.6,23.6,97.3,15.0,2.4,16801.0,15750.0,31590.0,13243.0,27470.0,11516.0,2.4,27.1
21053 Niebla,42.5,4235.0,23.5,18.6,93.1,18.0,2.7,15536.0,14350.0,31565.0,11686.0,27605.0,10220.0,2.2,25.6
"21054 Palma del Condado, La",41.1,10637.0,20.9,16.7,94.3,20.0,2.8,16650.0,15050.0,35581.0,12536.0,30431.0,10722.0,2.2,26.8
21055 Palos de la Frontera,38.4,11709.0,22.0,11.9,81.7,20.1,2.9,19433.0,16450.0,45100.0,15029.0,37379.0,12457.0,2.3,28.4
21056 Paterna del Campo,45.4,3470.0,27.2,24.1,97.7,15.7,2.5,15061.0,13650.0,28528.0,11461.0,25441.0,10220.0,2.0,25.8
21057 Paymogo,44.9,1175.0,27.6,22.7,97.0,16.8,2.5,14622.0,13650.0,27784.0,11023.0,24715.0,9806.0,2.2,27.0
21058 Puebla de Guzmán,45.0,3142.0,32.3,22.7,96.6,15.7,2.4,16153.0,15050.0,29654.0,12535.0,25928.0,10960.0,2.0,27.0
21059 Puerto Moral,40.3,282.0,34.4,12.1,97.5,17.4,2.3,16243.0,13650.0,29755.0,12798.0,25704.0,11056.0,2.2,25.3
21060 Punta Umbría,43.5,15932.0,35.7,18.9,96.1,15.7,2.4,17121.0,14350.0,34031.0,14157.0,28582.0,11890.0,2.7,32.3
21061 Rociana del Condado,41.0,7925.0,23.3,15.8,76.8,18.2,2.8,13583.0,12950.0,28156.0,9884.0,25266.0,8869.0,2.2,25.2
21062 Rosal de la Frontera,45.8,1710.0,32.7,24.2,92.2,14.7,2.3,13825.0,12250.0,24815.0,10910.0,21982.0,9665.0,2.2,29.2
21063 San Bartolomé de la Torre,41.3,3947.0,23.3,17.3,81.1,18.8,2.6,16299.0,15050.0,33269.0,12346.0,28766.0,10675.0,2.0,25.4
21064 San Juan del Puerto,39.0,9600.0,20.2,13.0,89.9,21.7,2.8,15944.0,14350.0,34051.0,11936.0,29309.0,10273.0,2.0,25.1
21065 Sanlúcar de Guadiana,48.2,429.0,41.4,28.7,76.7,14.0,2.1,17704.0,15050.0,31507.0,14350.0,26335.0,11995.0,2.3,28.8
21066 San Silvestre de Guzmán,47.5,664.0,31.0,25.8,88.6,12.4,2.3,15830.0,14350.0,29605.0,12622.0,25732.0,10971.0,2.0,27.6
21067 Santa Ana la Real,48.3,479.0,39.3,22.8,94.8,10.4,2.1,16039.0,14350.0,27873.0,12901.0,23951.0,11086.0,2.7,31.5
21068 Santa Bárbara de Casa,47.3,1128.0,33.7,25.5,95.0,12.6,2.2,14207.0,13650.0,24705.0,11274.0,22035.0,10056.0,2.1,26.8
21069 Santa Olalla del Cala,43.6,2039.0,32.2,20.1,98.9,17.7,2.4,14966.0,13650.0,27064.0,11471.0,23784.0,10081.0,2.1,25.5
21070 Trigueros,42.4,7999.0,23.7,18.4,95.7,18.0,2.6,16513.0,15050.0,32974.0,12688.0,28220.0,10859.0,2.2,26.4
21071 Valdelarco,49.5,243.0,43.2,25.9,96.3,11.9,1.9,15962.0,13650.0,26523.0,13599.0,22926.0,11754.0,2.4,30.6
21072 Valverde del Camino,43.9,12711.0,26.1,21.2,96.9,18.0,2.5,18092.0,16450.0,36319.0,14179.0,30665.0,11972.0,2.4,26.9
21073 Villablanca,42.5,2915.0,27.0,17.5,81.6,17.4,2.5,13903.0,12950.0,26800.0,10349.0,23820.0,9199.0,2.1,25.9
21074 Villalba del Alcor,43.7,3309.0,25.7,19.9,98.3,16.9,2.6,13922.0,12950.0,27433.0,10413.0,24551.0,9319.0,2.0,24.8
21075 Villanueva de las Cruces,48.6,392.0,43.8,29.1,93.4,12.5,2.0,15801.0,13650.0,26527.0,12955.0,23415.0,11435.0,2.3,28.8
21076 Villanueva de los Castillejos,43.2,2921.0,28.7,18.6,88.0,16.1,2.4,15941.0,15050.0,30690.0,12458.0,26600.0,10798.0,2.3,26.5
21077 Villarrasa,44.5,2158.0,26.2,20.8,94.6,17.0,2.6,15214.0,14350.0,30180.0,11629.0,26469.0,10199.0,2.1,24.6
21078 Zalamea la Real,47.9,2974.0,32.0,25.5,98.1,12.4,2.3,17279.0,15750.0,32110.0,13746.0,27739.0,11875.0,2.3,27.9
21079 Zufre,47.3,754.0,38.5,27.1,96.4,14.2,2.2,15174.0,13650.0,26195.0,12055.0,23262.0,10705.0,2.0,26.6
"21902 Zarza-Perrunal, La	",49.7,1216.0,36.9,26.7,98.7,9.5,2.2,16473.0,15050.0,29316.0,13450.0,25539.0,11718.0,2.2,26.2
22001 Abiego,51.1,261.0,40.9,28.4,93.5,9.6,2.3,21350.0,19950.0,41016.0,17984.0,33823.0,14830.0,3.1,30.0
22002 Abizanda,49.1,162.0,41.5,24.7,77.8,9.9,2.5,23322.0,22050.0,47671.0,18706.0,38869.0,15252.0,3.4,29.5
22003 Adahuesca,44.6,207.0,35.4,26.1,91.3,17.9,2.5,19550.0,17850.0,41351.0,15841.0,34643.0,13271.0,2.6,29.0
22004 Agüero,54.1,132.0,51.4,35.6,93.2,6.8,1.8,20390.0,19600.0,35511.0,17882.0,29916.0,15064.0,2.3,24.8
22006 Aisa,49.6,312.0,48.6,27.2,93.6,9.3,2.2,24404.0,22750.0,47018.0,20360.0,38326.0,16596.0,2.3,26.1
22007 Albalate de Cinca,46.0,1148.0,26.2,23.7,74.3,14.5,2.6,18648.0,17150.0,39149.0,14647.0,32786.0,12266.0,2.4,28.5
22008 Albalatillo,49.7,200.0,32.9,31.0,71.0,8.5,2.4,20232.0,19250.0,39147.0,15897.0,33371.0,13552.0,2.0,23.7
22009 Albelda,51.3,689.0,35.9,34.4,92.9,13.4,2.2,18023.0,16450.0,33506.0,15116.0,27407.0,12365.0,2.2,26.4
22011 Albero Alto,46.1,124.0,28.9,25.8,94.4,14.5,2.8,25931.0,19250.0,57306.0,20796.0,45260.0,16425.0,2.6,30.6
22012 Albero Bajo,47.4,130.0,39.6,26.2,94.6,15.4,2.5,20542.0,17150.0,41558.0,16943.0,34817.0,14195.0,2.1,28.0
22013 Alberuela de Tubo,52.0,306.0,26.2,33.0,93.1,7.8,2.5,22320.0,22050.0,44424.0,17563.0,37232.0,14720.0,2.0,26.8
22014 Alcalá de Gurrea,56.6,229.0,42.6,38.4,95.2,5.2,2.1,24616.0,22050.0,45291.0,21922.0,36607.0,17718.0,2.3,28.1
22015 Alcalá del Obispo,51.0,372.0,33.8,34.1,93.3,11.0,2.4,22764.0,18550.0,45745.0,18865.0,37836.0,15603.0,2.2,30.5
22016 Alcampell,55.3,623.0,36.8,42.7,96.2,9.6,2.2,18353.0,16450.0,32071.0,14818.0,27812.0,12850.0,2.5,27.3
22017 Alcolea de Cinca,47.0,1055.0,28.7,26.4,88.4,15.1,2.6,20005.0,18550.0,41790.0,16076.0,34826.0,13397.0,2.6,27.3
22018 Alcubierre,49.4,379.0,36.4,28.8,84.7,12.1,2.3,19845.0,19250.0,37823.0,16484.0,31949.0,13924.0,2.6,26.7
22019 Alerre,48.3,221.0,32.2,30.3,95.5,13.6,2.5,27885.0,25550.0,56809.0,23135.0,45515.0,18535.0,2.1,24.2
22020 Alfántega,52.2,125.0,35.7,35.2,88.8,8.8,2.2,20511.0,20650.0,39170.0,16417.0,33227.0,13926.0,2.0,23.0
22021 Almudévar,45.8,2424.0,28.9,24.8,92.1,17.0,2.5,20731.0,19250.0,41842.0,16720.0,34856.0,13928.0,2.3,25.8
22022 Almunia de San Juan,46.6,725.0,27.7,25.2,91.6,14.9,2.5,22133.0,20650.0,45232.0,18206.0,37058.0,14916.0,2.2,24.6
22023 Almuniente,51.5,443.0,33.7,32.1,93.9,11.1,2.3,19929.0,19950.0,37140.0,16385.0,31616.0,13948.0,2.3,24.6
22024 Alquézar,48.7,347.0,41.9,25.4,78.1,12.4,2.1,20302.0,19250.0,36237.0,17321.0,29884.0,14285.0,2.6,29.4
22025 Altorricón,46.3,1378.0,30.4,25.0,82.9,15.4,2.5,20630.0,19250.0,41869.0,16912.0,34555.0,13958.0,2.3,25.8
22027 Angüés,50.9,376.0,37.7,29.5,90.4,9.0,2.3,19300.0,17500.0,36701.0,15813.0,31257.0,13467.0,2.2,28.3
22028 Ansó,51.5,406.0,40.3,31.5,95.3,11.1,2.2,19275.0,18550.0,36221.0,16098.0,30355.0,13491.0,2.3,27.0
22029 Antillón,52.2,132.0,21.7,38.6,96.2,11.4,2.9,23236.0,22050.0,51389.0,17908.0,42897.0,14949.0,3.0,34.9
22032 Aragüés del Puerto,51.6,120.0,52.4,31.7,99.2,7.5,1.9,21107.0,19600.0,36725.0,19296.0,30422.0,15984.0,2.6,31.8
22035 Arén,50.3,317.0,41.4,30.0,81.7,10.7,2.2,18445.0,15750.0,34633.0,15521.0,29056.0,13022.0,2.9,34.1
22036 Argavieso,49.4,119.0,27.3,33.6,92.4,16.8,2.7,20381.0,15400.0,45016.0,16644.0,37172.0,13744.0,2.8,33.5
22037 Arguis,45.4,160.0,44.7,17.5,98.8,14.4,2.1,29150.0,26950.0,56305.0,26745.0,44121.0,20957.0,2.5,25.7
22039 Ayerbe,49.3,1060.0,38.2,29.4,92.1,13.8,2.2,19489.0,17150.0,36459.0,16113.0,30469.0,13466.0,2.3,29.7
22040 Azanuy-Alins,52.5,177.0,34.6,36.7,94.9,9.6,2.2,20670.0,18550.0,37314.0,17076.0,31224.0,14289.0,2.8,27.8
22041 Azara,51.7,170.0,33.3,33.5,97.7,11.2,2.5,20419.0,19950.0,40124.0,16145.0,34304.0,13803.0,2.3,24.1
22042 Azlor,48.3,154.0,34.5,26.0,93.5,13.6,2.7,19840.0,17150.0,42462.0,15992.0,35270.0,13284.0,2.4,26.2
22043 Baélls,53.6,91.0,49.0,45.1,92.3,11.0,1.9,,,,,,,,
22044 Bailo,52.8,263.0,34.8,30.0,93.9,8.8,2.4,23306.0,21350.0,47504.0,19825.0,38592.0,16106.0,2.1,28.6
22045 Baldellou,53.4,90.0,49.0,31.1,94.4,3.3,1.8,,,,,,,,
22046 Ballobar,48.7,884.0,28.4,29.3,90.1,12.8,2.6,19284.0,18550.0,39135.0,15048.0,33359.0,12827.0,2.0,22.5
22047 Banastás,45.5,335.0,24.6,22.7,97.9,17.0,2.8,30614.0,26950.0,72266.0,26318.0,55822.0,20329.0,2.1,25.3
22048 Barbastro,43.7,17186.0,28.8,21.1,86.6,17.8,2.5,20621.0,18550.0,42097.0,16723.0,34823.0,13833.0,2.4,28.1
22049 Barbués,53.6,86.0,36.1,29.1,93.0,3.5,2.4,,,41235.0,17889.0,34090.0,14789.0,,
22050 Barbuñales,59.6,96.0,30.8,46.9,95.8,4.2,2.5,,,46541.0,19315.0,38364.0,15922.0,,
22051 Bárcabo,57.8,116.0,53.3,43.1,80.2,3.5,1.9,24051.0,20650.0,40684.0,20140.0,33795.0,16730.0,2.1,25.4
22052 Belver de Cinca,45.9,1301.0,28.6,24.4,77.0,15.1,2.7,17002.0,15750.0,35672.0,13022.0,30732.0,11219.0,2.2,26.5
22053 Benabarre,47.5,1136.0,34.4,27.8,80.4,15.3,2.3,19325.0,17850.0,36367.0,15670.0,30757.0,13252.0,2.3,25.9
22054 Benasque,41.1,2290.0,40.2,12.3,89.9,15.7,2.4,24970.0,21350.0,51072.0,21383.0,40240.0,16847.0,2.3,29.8
22055 Berbegal,52.3,322.0,38.9,29.8,95.3,5.9,2.2,21798.0,19950.0,40843.0,18612.0,34086.0,15533.0,2.2,27.2
22057 Bielsa,47.8,483.0,43.7,25.7,89.9,11.8,2.2,24115.0,20650.0,45944.0,20875.0,36814.0,16727.0,2.3,30.2
22058 Bierge,50.3,253.0,40.6,28.1,88.5,11.1,2.4,21120.0,18550.0,41388.0,17091.0,34339.0,14180.0,2.7,28.2
22059 Biescas,45.5,1594.0,46.2,20.5,89.2,14.2,2.1,23005.0,20650.0,43585.0,20340.0,35457.0,16547.0,2.5,28.2
22060 Binaced,45.7,1565.0,26.5,24.2,84.5,14.1,2.7,21222.0,17850.0,46325.0,16744.0,37997.0,13734.0,2.3,28.3
22061 Binéfar,42.9,9996.0,26.4,19.5,78.2,18.0,2.7,21043.0,19250.0,45448.0,16854.0,37377.0,13861.0,2.3,27.2
22062 Bisaurri,53.9,183.0,49.5,36.6,97.3,9.8,2.0,22501.0,20650.0,42331.0,20933.0,33475.0,16553.0,2.4,26.7
22063 Biscarrués,56.4,188.0,46.2,34.6,96.3,4.3,2.1,21794.0,20300.0,38746.0,18540.0,32715.0,15654.0,2.5,27.2
22064 Blecua y Torres,50.4,186.0,32.9,28.5,95.7,8.6,2.3,24642.0,23450.0,46748.0,20468.0,38543.0,16876.0,2.5,25.2
22066 Boltaña,44.8,1104.0,35.7,19.1,85.2,13.9,2.4,20821.0,17850.0,41905.0,17717.0,34076.0,14407.0,2.5,29.4
22067 Bonansa,47.2,89.0,43.6,23.6,95.5,11.2,2.3,,,37962.0,16872.0,31605.0,14047.0,,
22068 Borau,52.9,86.0,35.7,29.1,94.2,5.8,2.0,,,44504.0,21184.0,35807.0,17044.0,,
22069 Broto,45.2,603.0,47.4,20.1,86.4,12.4,2.3,20566.0,19250.0,38224.0,16923.0,31584.0,13983.0,2.3,28.6
22072 Caldearenas,53.6,210.0,49.6,37.1,94.3,8.1,1.9,23852.0,21700.0,40266.0,21101.0,33299.0,17450.0,3.1,32.9
22074 Campo,45.1,456.0,36.1,20.4,81.4,12.9,2.2,21520.0,18550.0,41821.0,18067.0,34207.0,14778.0,2.1,29.3
22075 Camporrélls,56.6,151.0,46.7,39.7,86.1,8.6,2.0,17709.0,16100.0,31460.0,15083.0,26754.0,12827.0,2.7,30.6
22076 Canal de Berdún,53.9,340.0,41.2,37.7,94.1,8.2,2.1,20020.0,18900.0,34990.0,16707.0,29591.0,14129.0,2.5,27.0
22077 Candasnos,51.2,420.0,28.3,32.9,87.1,10.2,2.4,24382.0,18550.0,49981.0,20447.0,40770.0,16678.0,2.4,35.2
22078 Canfranc,43.8,596.0,54.8,15.6,90.6,12.4,1.9,22616.0,20650.0,39826.0,20900.0,32234.0,16916.0,2.2,26.9
22079 Capdesaso,52.4,162.0,29.4,30.3,85.2,8.6,2.4,20870.0,18900.0,41163.0,17237.0,34614.0,14495.0,3.2,30.7
22080 Capella,48.9,359.0,34.9,27.9,78.3,12.5,2.4,22201.0,19950.0,44776.0,18646.0,36204.0,15077.0,2.2,27.1
22081 Casbas de Huesca,55.0,291.0,43.8,35.7,95.2,5.8,2.1,20667.0,18550.0,36451.0,16960.0,30768.0,14316.0,2.4,29.5
22082 Castejón del Puente,49.4,328.0,30.9,31.1,96.7,11.0,2.4,22617.0,21350.0,44906.0,18872.0,37265.0,15660.0,2.0,26.2
22083 Castejón de Monegros,56.1,477.0,38.6,39.6,94.1,5.9,2.2,20376.0,18550.0,38444.0,17688.0,31151.0,14332.0,2.6,29.8
22084 Castejón de Sos,43.8,832.0,38.3,16.2,90.3,15.0,2.2,21878.0,19250.0,42105.0,18622.0,34459.0,15241.0,2.5,29.3
22085 Castelflorite,56.2,101.0,18.4,42.6,95.1,7.9,2.7,24433.0,18550.0,51877.0,19388.0,41494.0,15508.0,2.6,27.7
22086 Castiello de Jaca,47.3,244.0,43.4,19.3,95.1,12.3,2.0,25756.0,23450.0,46337.0,23070.0,37091.0,18467.0,2.6,28.5
22087 Castigaleu,42.9,95.0,37.1,20.0,72.6,17.9,2.7,,,37962.0,16872.0,31605.0,14047.0,,
22088 Castillazuelo,53.5,163.0,49.4,33.7,93.9,10.4,1.8,18595.0,16450.0,29336.0,16018.0,24908.0,13600.0,2.7,29.9
22089 Castillonroy,49.0,332.0,38.4,30.1,88.3,12.7,2.3,17313.0,15050.0,33685.0,14347.0,27787.0,11835.0,2.3,30.0
22090 Colungo,52.7,130.0,43.1,33.9,83.1,11.5,2.0,17252.0,16450.0,29627.0,14695.0,25394.0,12595.0,2.6,27.6
22094 Chalamera,51.1,128.0,46.6,28.9,86.7,11.7,2.2,15472.0,17850.0,27827.0,12244.0,23798.0,10471.0,4.2,30.8
22095 Chía,47.7,92.0,56.0,23.9,97.8,16.3,1.8,,,37962.0,16872.0,31605.0,14047.0,,
22096 Chimillas,45.7,396.0,25.0,21.0,98.7,15.4,2.7,28077.0,26950.0,62331.0,23295.0,49926.0,18659.0,1.9,24.1
22099 Esplús,48.0,622.0,28.9,26.1,85.5,12.7,2.4,19978.0,19250.0,38859.0,15929.0,32653.0,13385.0,2.4,26.7
22102 Estada,52.2,203.0,38.9,32.0,94.1,8.4,2.3,20391.0,20650.0,38452.0,17048.0,32762.0,14525.0,2.3,29.2
22103 Estadilla,47.7,829.0,30.5,27.0,93.0,13.8,2.5,23099.0,21350.0,47818.0,18839.0,39209.0,15448.0,2.5,27.2
22105 Estopiñán del Castillo,50.5,122.0,45.8,31.2,93.4,11.5,2.1,18328.0,17850.0,33439.0,16029.0,27614.0,13236.0,2.4,30.8
22106 Fago,58.5,26.0,42.9,38.5,100.0,0.0,1.9,,,44504.0,21184.0,35807.0,17044.0,,
22107 Fanlo,53.9,112.0,37.8,34.8,92.9,7.1,2.5,24950.0,25550.0,50055.0,20111.0,42171.0,16944.0,2.0,21.2
22109 Fiscal,46.3,392.0,45.4,23.0,88.0,14.0,2.1,21520.0,18550.0,40911.0,18874.0,33501.0,15456.0,2.8,29.5
22110 Fonz,51.0,874.0,34.9,32.8,89.9,11.2,2.4,21204.0,18550.0,41836.0,17244.0,34987.0,14420.0,2.6,27.8
22111 Foradada del Toscar,53.5,158.0,30.5,32.3,88.0,8.9,2.7,20516.0,18550.0,43960.0,16485.0,37459.0,14047.0,2.6,27.5
22112 Fraga,41.6,14925.0,23.0,17.4,75.6,19.0,2.8,19910.0,17850.0,43769.0,15677.0,36265.0,12989.0,2.4,28.7
"22113 Fueva, La",48.4,615.0,30.3,29.3,93.2,15.3,2.7,19823.0,19250.0,42146.0,15727.0,35088.0,13094.0,2.7,29.0
22114 Gistaín,54.9,122.0,45.9,39.3,100.0,11.5,2.0,15278.0,14000.0,26150.0,12857.0,22749.0,11185.0,3.3,32.9
"22115 Grado, El",54.7,389.0,40.3,36.0,93.3,7.2,2.1,21822.0,20650.0,38521.0,18367.0,32428.0,15462.0,2.1,24.4
22116 Grañén,46.9,1722.0,28.4,25.6,84.9,14.8,2.5,19588.0,17850.0,40313.0,15597.0,33860.0,13101.0,2.4,29.0
22117 Graus,46.2,3362.0,38.2,23.8,81.6,15.1,2.2,19441.0,17850.0,36987.0,16367.0,30675.0,13573.0,2.4,27.8
22119 Gurrea de Gállego,51.8,1417.0,37.0,34.4,95.6,11.6,2.2,19616.0,18550.0,35857.0,16162.0,30256.0,13638.0,2.3,25.0
22122 Hoz de Jaca,53.1,77.0,35.1,27.3,100.0,5.2,2.1,,,44504.0,21184.0,35807.0,17044.0,,
22124 Huerto,51.3,227.0,39.0,27.3,90.8,11.0,2.3,19731.0,17150.0,37885.0,16479.0,30821.0,13407.0,2.6,28.8
22125 Huesca,43.6,52946.0,31.8,21.2,88.0,18.0,2.4,21458.0,19250.0,43290.0,17873.0,35471.0,14645.0,2.6,29.5
22126 Ibieca,57.4,111.0,38.5,42.3,96.4,4.5,2.1,28151.0,22050.0,54578.0,25568.0,42613.0,19963.0,2.4,35.9
22127 Igriés,39.3,674.0,23.7,10.7,94.8,22.0,2.9,30961.0,24150.0,74508.0,25335.0,56443.0,19192.0,1.9,29.0
22128 Ilche,57.4,193.0,32.1,38.3,94.3,3.6,2.3,26374.0,22750.0,50146.0,21642.0,41749.0,18018.0,2.4,26.9
22129 Isábena,50.7,233.0,41.0,31.8,78.5,7.7,2.3,19093.0,17500.0,36033.0,15172.0,31021.0,13061.0,2.6,31.4
22130 Jaca,44.4,12990.0,36.4,20.4,91.0,16.2,2.3,21632.0,19950.0,42615.0,18253.0,34723.0,14873.0,2.4,28.5
22131 Jasa,51.3,102.0,46.8,26.5,98.0,12.8,2.2,27291.0,19250.0,54079.0,24630.0,42528.0,19369.0,2.7,36.0
22133 Labuerda,46.0,161.0,41.4,22.4,73.9,15.5,2.3,21121.0,18550.0,43458.0,18823.0,34991.0,15156.0,2.7,32.6
22135 Laluenga,52.5,201.0,38.5,33.8,97.0,9.5,2.2,20464.0,20650.0,37251.0,16865.0,31459.0,14243.0,2.9,27.1
22136 Lalueza,52.8,879.0,33.4,35.0,89.7,8.7,2.3,20523.0,18550.0,38197.0,16855.0,32344.0,14273.0,2.4,28.3
22137 Lanaja,52.3,1175.0,38.7,32.4,90.8,9.3,2.2,20456.0,18550.0,37748.0,17029.0,31707.0,14303.0,2.6,26.9
22139 Laperdiguera,56.3,91.0,22.5,37.4,92.3,4.4,2.3,,,46541.0,19315.0,38364.0,15922.0,,
22141 Lascellas-Ponzano,50.3,134.0,41.3,27.6,99.3,11.2,2.1,22102.0,19950.0,40140.0,18872.0,33849.0,15914.0,2.4,27.6
22142 Lascuarre,49.9,139.0,32.2,31.7,89.9,15.1,2.4,18787.0,17850.0,36833.0,14955.0,30989.0,12582.0,2.4,26.5
22143 Laspaúles,51.1,236.0,49.6,29.7,88.6,8.5,1.9,18629.0,16450.0,31365.0,16764.0,25974.0,13883.0,2.3,27.3
22144 Laspuña,51.2,279.0,43.7,34.1,95.7,10.8,2.2,19212.0,15750.0,36048.0,16209.0,30506.0,13717.0,2.4,29.7
22149 Loarre,53.8,350.0,43.6,34.0,98.6,6.0,2.1,21250.0,18550.0,38674.0,18226.0,32374.0,15257.0,2.2,26.4
22150 Loporzano,52.2,579.0,36.9,32.8,96.6,8.5,2.3,25135.0,23450.0,49083.0,21232.0,40260.0,17415.0,2.2,25.1
22151 Loscorrales,44.7,99.0,46.8,24.2,99.0,19.2,2.1,,,41235.0,17889.0,34090.0,14789.0,,
22155 Monesma y Cajigar,57.8,65.0,46.9,41.5,90.8,3.1,2.0,,,37962.0,16872.0,31605.0,14047.0,,
22156 Monflorite-Lascasas,40.0,438.0,20.0,14.8,95.4,23.5,2.8,23431.0,21350.0,52971.0,18745.0,42648.0,15092.0,1.9,22.8
22157 Montanuy,53.3,241.0,46.2,31.5,94.2,4.6,2.1,23037.0,19950.0,43129.0,20752.0,35282.0,16976.0,2.6,30.2
22158 Monzón,42.7,17749.0,28.8,19.0,81.8,19.0,2.5,19629.0,17850.0,40243.0,15896.0,33352.0,13174.0,2.5,28.2
22160 Naval,47.1,263.0,44.3,25.1,91.3,14.1,2.3,19423.0,18550.0,36463.0,15486.0,31350.0,13315.0,2.3,23.7
22162 Novales,44.5,176.0,38.1,21.0,84.7,16.5,2.8,25510.0,22050.0,57691.0,20651.0,45787.0,16390.0,3.0,31.7
22163 Nueno,45.2,573.0,32.8,24.3,95.6,18.3,2.4,30691.0,26950.0,65191.0,26810.0,50741.0,20867.0,2.1,30.1
22164 Olvena,51.2,67.0,29.6,41.8,97.0,16.4,2.5,,,46541.0,19315.0,38364.0,15922.0,,
22165 Ontiñena,51.7,506.0,28.2,32.2,90.3,8.7,2.5,19219.0,17850.0,38774.0,15163.0,33087.0,12939.0,2.3,27.5
22167 Osso de Cinca,49.9,633.0,28.5,27.0,77.3,9.3,2.6,18389.0,16450.0,38971.0,14485.0,32979.0,12258.0,2.3,26.6
22168 Palo,50.6,31.0,53.3,32.3,93.6,12.9,2.1,,,,,,,,
22170 Panticosa,44.1,901.0,41.1,17.4,94.9,12.3,2.2,24629.0,21700.0,48103.0,21738.0,38257.0,17288.0,2.1,26.1
22172 Peñalba,48.3,649.0,27.3,25.4,78.4,10.6,2.6,20109.0,17850.0,43979.0,16543.0,36318.0,13661.0,3.1,30.9
"22173 Peñas de Riglos, Las",51.7,272.0,53.3,27.2,93.4,7.7,1.8,20461.0,19250.0,33890.0,18589.0,28469.0,15616.0,2.1,26.6
22174 Peralta de Alcofea,51.3,617.0,36.5,32.9,83.1,9.7,2.4,21884.0,19950.0,44290.0,18484.0,36965.0,15427.0,2.5,29.1
